user_id,nome,email,cpf,idade,genero,estado_civil,estado,renda_mensal,canal_preferido,frequencia_compras_ult_12m,ticket_medio,dias_desde_ultima_compra,tem_cartao_fidelidade,score_engajamento,comprou_ult_3m
U399,Sra. Lívia Martins,sralviam399@example.com,437.280.512-84,36,Outro,casado,TO,6279.01,email,7,251.99,286,False,0.65,0
U400,Sra. Marcos Santos,sramarco400@example.net,723.950.410-76,32,F,viúvo,MG,3117.97,telefone,6,381.16,3,True,0.23,0
U401,Sr. Paula Araujo,srpaulaa401@example.net,366.742.860-01,73,M,viúvo,MG,2112.57,whatsapp,10,438.85,53,False,0.42,0
U402,Diego Castro,diegocas402@example.net,569.454.414-58,53,Outro,viúvo,PB,6346.93,site,7,225.37,119,True,0.36,1
U403,Dr. Rafa Rodrigues,drrafaro403@example.net,258.001.061-00,42,Outro,solteiro,RO,5865.71,email,5,261.23,189,False,0.39,0
U404,Sr. Helena Araujo,srhelena404@example.org,430.091.093-69,19,Outro,solteiro,RR,2633.89,app,2,201.84,218,False,0.75,0
U405,Vera Oliveira,veraoliv405@example.org,921.244.717-16,42,M,viúvo,RR,4018.27,whatsapp,7,141.97,74,True,0.58,0
U406,Sr. Felipe Martins,srfelipe406@example.com,406.650.442-67,31,M,solteiro,PR,6536.5,site,4,632.23,110,True,0.19,0
U407,Sra. Felipe Barbosa,srafelip407@example.org,128.639.174-12,57,F,solteiro,AP,9129.47,app,7,194.43,238,False,0.6,1
U408,Sr. Otávio Silva,srotvios408@example.org,200.642.569-28,64,F,viúvo,PR,6264.42,email,9,218.46,221,False,0.07,1
U409,Sra. Carla Castro,sracarla409@example.com,067.198.554-09,32,M,solteiro,RS,7669.62,app,9,567.74,110,True,0.27,0
U410,Sr. Sofia Rocha,srsofiar410@example.org,174.328.063-73,55,M,viúvo,AM,1289.3,whatsapp,7,334.67,55,True,0.17,0
U411,Sra. Carla Barbosa,sracarla411@example.org,320.309.376-65,29,F,divorciado,PR,5189.42,email,7,159.13,-5,False,0.66,0
U412,Bruno Rodrigues,brunorod412@example.com,506.138.782-13,42,Outro,casado,AP,2692.38,app,3,205.95,130,False,0.58,0
U413,Dr. Paula Barbosa,drpaulab413@example.com,790.320.204-98,56,F,viúvo,RN,3797.34,site,5,79.38,77,True,0.7,1
U414,Diego Souza,diegosou414@example.org,993.136.565-07,55,F,casado,MT,4044.19,site,7,238.25,186,True,0.49,0
U415,Thiago Oliveira,thiagool415@example.org,114.262.582-67,29,M,casado,RJ,4631.26,app,8,336.91,93,True,0.25,1
U416,Dr. Diego Martins,drdiegom416@example.net,962.071.002-98,74,F,divorciado,PA,1541.51,email,3,235.67,243,False,0.33,1
U417,Dr. Gustavo Oliveira,drgustav417@example.net,487.632.909-52,24,F,viúvo,RN,5595.63,app,2,263.99,257,True,0.7,0
U418,Sr. Lívia Almeida,srlviaal418@example.com,833.181.958-63,18,Outro,casado,PB,3920.63,site,1,180.28,130,True,0.31,1
U419,Sr. Bruno Santos,srbrunos419@example.com,277.220.054-03,55,F,viúvo,GO,5860.48,whatsapp,8,139.56,19,False,0.61,0
U420,Sra. Bruno Souza,srabruno420@example.net,082.207.811-22,71,F,viúvo,RJ,3308.9,whatsapp,12,23.28,116,False,0.27,1
U421,Sra. Gustavo Araujo,sragusta421@example.net,531.531.363-86,18,M,casado,AP,5864.68,email,6,177.57,153,True,0.62,0
U422,Sra. Bruno Almeida,srabruno422@example.com,397.265.273-92,19,Outro,divorciado,GO,4894.09,site,6,305.13,221,False,0.17,0
U423,Sr. Eva Silva,srevasil423@example.net,904.217.762-42,37,M,casado,MA,2445.81,site,4,386.48,85,True,0.2,1
U424,Dr. Thiago Castro,drthiago424@example.com,168.739.774-03,47,F,viúvo,SC,2545.97,site,5,205.62,106,False,0.32,1
U425,Dr. Kaio Almeida,drkaioal425@example.net,392.906.007-80,30,Outro,solteiro,PA,6606.12,email,4,438.5,28,False,0.23,0
U426,Sra. Diego Mendes,sradiego426@example.org,318.063.254-20,22,F,solteiro,AC,991.73,email,3,216.11,187,False,0.43,0
U427,Sr. Felipe Araujo,srfelipe427@example.org,990.772.625-71,73,Outro,viúvo,RR,6686.2,app,10,98.68,108,True,0.47,1
U428,Marcos Araujo,marcosar428@example.org,804.649.893-96,33,Outro,solteiro,RN,4614.99,whatsapp,8,549.22,151,True,0.2,0
U429,Rafa Barbosa,rafabarb429@example.org,016.579.055-51,24,F,solteiro,PI,5110.13,site,10,191.96,36,False,0.39,0
U430,Dr. Kaio Santos,drkaiosa430@example.net,179.335.548-73,25,Outro,viúvo,GO,5974.93,app,6,388.6,24,True,0.96,1
U431,Lívia Rodrigues,lviarodr431@example.org,788.178.847-07,33,Outro,divorciado,SE,3746.91,app,9,552.17,88,True,0.4,1
U432,Dr. Otávio Souza,drotvios432@example.com,624.112.412-91,44,M,casado,DF,4017.18,app,4,230.21,155,True,0.21,0
U433,Sr. Nina Barbosa,srninaba433@example.net,275.670.431-81,57,F,casado,TO,3914.71,whatsapp,7,218.75,184,True,0.68,1
U434,Sra. Thiago Rodrigues,srathiag434@example.net,579.887.749-30,59,F,divorciado,CE,2436.66,whatsapp,6,92.38,156,False,0.66,0
U435,Dr. Paula Rodrigues,drpaular435@example.org,025.472.928-23,58,M,casado,CE,2034.28,site,14,339.28,118,False,0.34,0
U436,Dr. Helena Souza,drhelena436@example.com,592.745.238-82,37,Outro,solteiro,RO,5380.04,whatsapp,10,254.28,261,True,0.05,1
U437,Sr. Eva Rodrigues,srevarod437@example.org,828.410.672-89,66,M,divorciado,BA,6448.22,app,9,48.55,68,False,0.09,0
U438,Sr. Yasmin Araujo,sryasmin438@example.org,749.297.517-13,71,F,casado,RO,4617.3,app,7,333.39,173,False,0.42,0
U439,Sr. Ana Almeida,sranaalm439@example.net,123.456.789-00,40,Outro,casado,SE,3668.41,whatsapp,3,195.18,115,False,0.43,1
U440,Dr. Ana Souza,dranasou440@example.net,718.637.599-56,67,Outro,solteiro,RO,4991.57,whatsapp,9,261.73,147,False,0.3,0
U441,Sra. Eva Araujo,sraevaar441@example.org,565.045.547-30,64,Outro,solteiro,DF,4392.6,email,1,224.1,92,False,0.63,0
U442,Sra. Otávio Pereira,sraotvio442@example.com,662.991.234-94,55,M,divorciado,AP,3744.75,email,0,139.16,251,False,0.71,1
U443,Ana Almeida,anaalmei443@example.net,462.879.232-10,32,M,divorciado,PI,3979.5,email,5,247.47,212,False,0.56,0
U444,Júlia Rocha,jliaroch444@example.net,478.730.024-54,74,M,viúvo,AM,4501.88,whatsapp,5,279.49,109,True,0.12,1
U445,Sra. Felipe Mendes,srafelip445@example.net,301.471.959-50,37,M,viúvo,GO,6194.49,email,6,131.99,228,True,0.37,0
U446,Lívia Castro,lviacast446@example.net,904.290.257-42,71,Outro,casado,MS,4595.13,site,7,209.95,93,False,1.5,0
U447,Igor Rodrigues,igorrodr447@example.org,504.481.832-18,64,F,casado,PI,2737.09,whatsapp,2,284.63,7,True,0.5,1
XYZ,Sr. Zeca Martins,srzecama448@example.org,451.895.202-26,21,Outro,divorciado,MS,3514.03,email,6,403.95,276,False,0.41,1
U449,Sra. Kaio Oliveira,srakaioo449@example.com,328.338.988-86,42,Outro,solteiro,PA,5771.48,email,5,0.0,257,True,0.19,0
U450,Diego Rocha,diegoroc450@example.com,075.452.798-08,63,M,casado,RR,8815.28,whatsapp,13,113.36,32,False,0.36,1
U451,Diego Santos,diegosan451@example.com,234.232.161-90,55,F,solteiro,SP,5106.07,email,5,269.13,157,True,0.2,0
U452,Sra. Bruno Santos,srabruno452@example.com,089.071.401-03,39,M,solteiro,SP,1610.76,app,3,187.19,87,False,0.41,1
U453,Vera Santos,verasant453@example.net,325.012.495-85,35,M,casado,PE,4670.12,site,5,438.99,223,False,0.35,0
U454,Diego Rocha,diegoroc454@example.net,083.342.801-22,50,F,viúvo,MS,3769.84,site,7,1.73,281,False,0.24,0
U455,Sra. Zeca Souza,srazecas455@example.com,566.383.615-20,31,F,viúvo,AM,5434.33,site,6,439.47,122,True,0.47,1
U456,Sra. Lívia Araujo,sralviaa456@example.org,801.571.647-05,56,Outro,divorciado,RO,6184.7,email,10,150.52,146,False,0.61,0
U457,Dr. Sofia Almeida,drsofiaa457@example.org,631.752.071-20,29,M,viúvo,PE,3252.46,app,7,408.76,15,True,0.33,1
U458,Eva Almeida,evaalmei458@example.org,912.153.539-60,27,M,solteiro,ES,6356.74,email,5,142.16,199,False,0.8,0
U459,Sra. Igor Martins,sraigorm459@example.net,994.657.967-78,53,Outro,divorciado,BA,3851.75,email,8,167.5,76,False,0.42,0
U460,Diego Pereira,diegoper460@example.org,732.010.170-00,59,F,viúvo,RN,3112.69,whatsapp,5,369.09,103,False,0.24,0
U461,Dr. Júlia Gomes,drjliago461@example.net,118.773.477-28,26,Outro,divorciado,PI,5600.44,whatsapp,8,286.54,86,True,0.34,0
U462,Bruno Almeida,brunoalm462@example.com,675.677.002-04,19,Outro,divorciado,RR,7723.3,site,2,201.39,243,True,0.63,0
U463,Sra. Nina Oliveira,sraninao463@example.org,671.978.897-31,18,M,casado,PE,5108.59,app,6,191.29,77,True,0.31,1
U464,Sra. Igor Mendes,sraigorm464@example.net,695.450.090-98,35,F,divorciado,MS,4161.34,app,5,197.07,54,False,0.7,0
U465,Sr. Marcos Souza,srmarcos465@example.org,556.503.334-91,46,Outro,solteiro,RR,4819.77,app,2,72.34,90,True,0.29,0
U466,Sr. Diego Rodrigues,srdiegor466@example.com,085.076.986-89,60,M,solteiro,RR,3083.19,email,4,219.39,205,False,0.15,0
U467,Kaio Almeida,kaioalme467@example.net,659.171.357-38,24,Outro,divorciado,CE,7807.94,whatsapp,2,310.42,67,False,0.36,0
U468,Sr. Nina Santos,srninasa468@example.org,183.440.496-79,74,F,solteiro,RR,2755.88,app,3,223.28,253,False,0.41,1
U469,Sr. Igor Souza,srigorso469@example.net,876.351.484-27,66,M,divorciado,DF,3743.54,email,5,483.5,157,False,0.73,1
U470,Sra. Igor Gomes,sraigorg470@example.net,782.082.973-72,53,Outro,viúvo,GO,8391.5,email,6,72.61,163,False,0.4,0
U471,Rafa Santos,rafasant471@example.org,123.456.789-00,64,Outro,casado,PA,4152.22,whatsapp,9,193.38,110,True,0.33,1
U472,Sr. Yasmin Oliveira,sryasmin472@example.org,936.312.303-03,33,M,viúvo,PR,3185.16,email,5,258.11,22,False,0.39,1
U473,Sra. Yasmin Silva,srayasmi473@example.com,242.044.820-07,56,Outro,viúvo,SE,5994.72,app,8,496.75,107,False,0.75,0
U474,Carla Rodrigues,carlarod474@example.net,416.516.231-04,25,Outro,solteiro,PE,5700.72,whatsapp,4,218.11,162,True,0.51,0
U475,Sra. Carla Santos,sracarla475@example.net,155.963.632-78,29,F,casado,DF,2638.33,whatsapp,6,408.26,116,True,0.34,1
U476,Sra. Nina Pereira,sraninap476@example.net,078.515.867-71,67,Outro,casado,GO,5591.21,site,7,251.67,56,False,0.27,1
U477,Sr. Paula Araujo,srpaulaa477@example.org,409.003.486-82,52,M,divorciado,SE,1976.27,app,3,305.84,12,True,0.28,0
U478,Dr. Otávio Almeida,drotvioa478@example.com,644.134.327-46,19,Outro,divorciado,SE,7284.83,email,11,49.97,14,True,0.39,1
U479,Igor Rocha,igorroch479@example.com,776.561.248-45,25,F,divorciado,PA,5488.54,whatsapp,11,0.0,206,True,0.26,1
U480,Sra. Ana Martins,sraanama480@example.com,272.063.459-05,72,F,solteiro,CE,2495.51,site,5,0.0,31,True,0.57,0
U481,Dr. Vera Barbosa,drveraba481@example.org,577.242.954-09,52,F,solteiro,PA,3341.72,whatsapp,3,164.1,129,False,0.35,1
U482,Dr. Marcos Almeida,drmarcos482@example.net,300.893.173-19,74,M,casado,AL,5177.53,email,9,274.15,121,False,0.26,0
U483,Sra. Vera Pereira,sraverap483@example.com,152.910.867-50,33,Outro,viúvo,AM,2102.19,site,8,372.33,53,True,0.37,0
U484,Dr. Gustavo Rocha,drgustav484@example.org,476.263.934-65,40,Outro,casado,PA,3058.03,site,5,375.25,109,True,0.46,0
U485,Sra. Eva Silva,sraevasi485@example.org,439.735.971-70,37,F,viúvo,BA,5276.13,whatsapp,4,331.36,257,False,0.59,0
U486,Sra. Zeca Santos,srazecas486@example.net,669.411.800-72,50,M,casado,PR,10110.07,whatsapp,4,211.69,73,True,0.12,1
U487,Ana Pereira,anaperei487@example.net,964.652.809-06,18,F,divorciado,CE,4996.24,email,11,217.54,80,True,0.11,0
U488,Sr. Otávio Oliveira,srotvioo488@example.com,586.241.502-56,34,M,divorciado,SC,5654.35,whatsapp,5,421.33,118,True,0.47,0
U489,Sra. Júlia Pereira,srajliap489@example.net,485.625.728-53,56,Outro,viúvo,AL,5788.31,site,6,254.62,15,False,0.44,0
U490,Dr. Bruno Santos,drbrunos490@example.com,074.276.170-37,74,M,divorciado,RR,6032.68,email,7,211.39,214,True,0.39,1
U491,Sra. Paula Souza,srapaula491@example.net,215.134.228-04,47,M,casado,RJ,6971.86,app,3,160.17,120,False,0.47,1
U492,Dr. Nina Souza,drninaso492@example.com,715.041.659-42,56,F,divorciado,BA,3813.29,app,6,217.51,188,True,0.12,0
U493,Otávio Rocha,otvioroc493@example.net,774.905.097-34,42,M,casado,DF,4247.76,app,6,127.04,86,True,0.52,0
U494,Sr. Kaio Martins,srkaioma494@example.com,189.616.423-40,56,M,solteiro,AC,3523.7,site,7,187.32,122,False,0.22,1
U495,Dr. Marcos Martins,drmarcos495@example.org,421.476.492-79,66,M,solteiro,TO,5458.02,whatsapp,3,289.29,160,True,0.4,0
U496,Dr. Paula Mendes,drpaulam496@example.org,749.961.659-28,60,F,viúvo,RS,5972.45,email,7,223.77,127,False,0.5,0
U497,Bruno Castro,brunocas497@example.org,732.788.147-62,38,M,solteiro,SE,6356.54,email,9,325.92,45,True,0.36,1
U498,Sr. Eva Oliveira,srevaoli498@example.net,438.649.081-75,35,F,solteiro,PE,3973.19,email,6,256.92,164,True,0.66,0
U499,Sra. Diego Mendes,sradiego499@example.net,945.491.801-02,20,Outro,viúvo,CE,6037.64,site,4,416.34,134,True,0.05,0
U500,Sra. Bruno Souza,srabruno500@example.org,459.779.452-21,43,F,casado,AP,3525.02,whatsapp,6,326.49,4,False,0.28,0
